poem_name, poem_content ,poet_name ,category
My God Mother Nature ,I feel that I have heard enough of talk of World strife|And what I need is joy and love and peace back in my life|And I must refrain from listening to the radio news and watching T.V.|For rumours of revenge and war is worrying to me.|My God is of the female kind and she is dressed in green|And she is very beautiful the finest I have seen|And in these times of tension where the seed of hatred grow|I turn to Mother Nature the only God I know.|In the scrub patch across the way in the cool evening breeze|The honeyeaters and wattlebirds on the banksia trees|Are chirping and singing and at this time of year|The voices of the male birds all day long you hear.|The children of Mother Nature my God's family|In Nature's wild garden living wild and free|They live on the nectar of tree blossoms and flowers|And their worries are little when compared to ours.|On the news on the radio and the T.V.|These rumours of war seem all too much for me|So I turn to my God Mother Nature in moments like these|And in her green garden I find peace and ease.,Duggan Francis,nature
To Outer Nature ,SHOW thee as I thought thee|When I early sought thee||Omen-scouting||All undoubting|Love alone had wrought thee--|Wrought thee for my pleasure||Planned thee as a measure|For expounding|And resounding|Glad things that men treasure.|O for but a moment|Of that old endowment--|Light to gaily|See thy daily|Irisèd embowment!|But such readorning|Time forbids with scorning--|Makes me see things|Cease to be things|They were in my morning.|Fad'st thou| glow-forsaken||Darkness-overtaken!|Thy first sweetness||Radiance| meetness||None shall reawaken.|Why not sempiternal|Thou and I? Our vernal|Brightness keeping||Time outleaping;|Passed the hodiernal!,Hardy Thomas,nature
Nature—sometimes Sears A Sapling ,314|Nature—sometimes sears a Sapling—|Sometimes—scalps a Tree—|Her Green People recollect it|When they do not die—|Fainter Leaves—to Further Seasons—|Dumbly testify—|We—who have the Souls—|Die oftener—Not so vitally—,Dickinson Emily,nature
I Have Enchanted All Of Nature ,I have enchanted all of Nature|And forged each moment's quality.|And what a horrifying freedom|I found in such a sorcery!|My constant guilt - with no beginning|Spread till all limit-zones were passed;|The body far away expanded||And depths opened that were so vast.|Thell I called out to the Prime-Mover||My challenge unto Heaven thrown;|The stars and planets gave the answer:|I made Nature myself| alone.,Sologub Fyodor,nature
The Laws Of Mother Nature ,The bird born in an aviary and raised in captivity|Can never live in Nature's World amongst the wild and free|Even the birds of it's own species will peck it till it die|So never allow your feathered pet the freedom of the sky.|I am naive of the laws of Mother Nature and naive of Nature's way|And for interfering with Nature there is some price to pay|The bird born in captivity in a cage must remain|Why even it's own kind in the wilds would kill it is beyond me to explain|Humans try to manipulate Nature and Nature's creatures control|But Mother Nature far greater than Human kind her's is an eternal soul|For we are like Nature's Seasons we come to life and go|Yet of our  Earth Mother who feeds us so little we seem to know.|The bird born in captivity in a cage condemned to stay|For if released the other birds will kill it since this is Nature's way|And Mother Nature herself as old as father time|She claims the young and she claims the old and those still in their prime.,Duggan Francis,nature
Mother Nature ,I could sleep with him a million times|and he'd still be a volatile son-of-a-bitch.|His parents don't know what he never saw in her:|he couldn't see past the charm into her|manipulative heart||her cunning wits—|charged like a negative ion.|Not unapproachably pretty—|she rocked every persona she encountered||leaving the petty to their petty ways.|Picking the brains clean with her dry realism—|her sadistic thirst for life;|the unquenchable desire she was equipped with|at birth.|Pathetic and desperate| incorrect description.|Mad and brilliant| exact representation.,goldner s./j.,nature
Nature ,The trees were angels this morning||seeming to bend their variegated boughs|to bestow benediction upon my weary brow|as I walked out my front door||and driving along the hilly| back road|I wanted to stop and merge forever|into the misty autumn landscape||for that peace is all|I could ever hope to become.,Reif Max,nature
Amazing Nature ,The brilliant colors of the night|The soft spoken morning glow|My world can be so perfect|That’s why I love it so|Earthy tones surround me|With pop-up flowers born|Fragrances so delicious|In the dew of early morn|The sky lights up just for me|With each newly woven style|I put everything aside|To enjoy for a little while|Nature is so amazing to me|I love it every single day|Each morning is freshly exciting|In its own unique and perfect way!,Lott Marilyn,nature
The Nature Of The Beast ,God|gives|and takes back|we take|and give|with strings attached.,gullaci vince,nature
What A Wonderful World Of Nature... ,When the early morning is born with heavenly blessed|When the bright sun rays shower through the misty clouds|When the birds choir being to chirp their songs on the trees|then the day being with a wonderful of nature.|I can feel the Mother Nature touches me with her love|I can feel the nature illuminates my heart and brighten my soul|I can see the green grass in summer-spread lovely|I can see the flowers in the spring bloomed lavishly|I can see the leaves falls in the autumn covered earth greatly|I can see the trees full of snow in the winter sprinkled|I can see the stream water gurgles from the mountain|I can see the fauna in the jungles freely set to live happily|I can see the barren lands wet and fertile|Not only they are beautiful in nature|but they serve a purpose for us|Not only they are beauty as forest|but they serve food and water for us|Always| praise the God and thank HIM for HIS beautiful creation|What a wonderful world of nature that you and me live.,Sathasivam Ravi,nature
Sonnet: Nature Is More Powerful ,Who can prevent the clouds from sailing past||Across the Moon’s most splendid| golden face?|Who can prevent the wind from blowing fast||Across the treeless| sandy desert’s place?|Who can prevent the ocean’s rising tre| nd|The endless dashing waves upon the shore?|Who can prevent the scorching Sun or bend||The Sunbeam’s from striking the earth before?|All nature’s ways are far from man’s control;|The human race is one in her eyesight;|To reset Nature should not be man’s goal;|Nature is kind and does things always right.|’Tis man who builds his walls between neighbors!|A heart of envy| malintent harbors.,M.D., Manohar,nature
The Slow Nature ,(an Incident of Froom Valley)|"THY husband--poor| poor Heart!--is dead--|Dead| out by Moreford Rise;|A bull escaped the barton-shed||Gored him| and there he lies!"|--"Ha| ha--go away! 'Tis a tale| methink||Thou joker Kit!" laughed she.|"I've known thee many a year| Kit Twink||And ever hast thou fooled me!"|--"But| Mistress Damon--I can swear|Thy goodman John is dead!|And soon th'lt hear their feet who bear|His body to his bed."|So unwontedly sad was the merry man's face--|That face which had long deceived--|That she gazed and gazed; and then could trace|The truth there; and she believed.|She laid a hand on the dresser-ledge||And scanned far Egdon-side;|And stood; and you heard the wind-swept sedge|And the rippling Froom; till she cried:|"O my chamber's untidied| unmade my bed||Though the day has begun to wear!|'What a slovenly hussif!' it will be said||When they all go up my stair!"|She disappeared; and the joker stood|Depressed by his neighbor's doom||And amazed that a wife struck to widowhood|Thought first of her unkempt room.|But a fortnight thence she could take no food||And she pined in a slow decay;|While Kit soon lost his mournful mood|And laughed in his ancient way.,Hardy Thomas,nature
Bind To Nature ,it'll be you and me|up in the tree|and the forest will give us the answers|it'll be you and i|up in the sky|we'll be so high|its a combination for disaster|i'll be yours and you'll be mine|its a law i cannot define but the fire|will keep us burning for eachother|it'll be us against them|the current churnning again|as the waves bind us together,vampirus elizabeth,nature
Nature Destroys Nature ,Nature destroys Nature in storms and earthquakes|Man destroys man on the battlefield|And man destroys Nature because of the blood that they shed|Sinks| to the center of the Earth|Man destroys Nature far more worse|Than Nature destroys it’s self|Therefore we must do|What we can|To save Nature|Before it’s completely destroyed|And therefore||Leaving us with nothing to cherish.|Critics welcome.,Norville Nat.,nature
